grid_id,center_lat,center_lon,n_restaurants,avg_score,cuisine_diversity,n_target,suitability_score,label
-14758_8150,40.753343151900005,-73.79354332209,3,10.333333333333334,3,1,13.487074,1
-14758_8151,40.7577585685825,-73.79303897651751,4,11.75,4,0,9.964153,0
-14758_8153,40.76788154579143,-73.79059774871715,7,15.714285714285714,5,0,32.581215,0
-14758_8154,40.7703252964275,-73.79331657716,4,8.5,4,1,24.583477,1
-14758_8155,40.778174202029994,-73.79358639630334,3,18.0,2,0,14.080027,0
-14758_8156,40.78155876444,-73.79424749171,3,27.333333333333332,3,0,15.779781,0
-14758_8157,40.7870078772,-73.792134276385,2,10.0,2,1,35.99816,1
-14758_8170,40.853927296820004,-73.79044044398,2,13.0,1,0,64.01512,0
-14758_8171,40.85650177470333,-73.79089501445,3,8.666666666666666,2,0,61.509876,0
-14759_8117,40.5896161749,-73.79779716584,3,19.0,3,1,78.51479,1
-14759_8118,40.59106956716429,-73.79770274996858,7,11.285714285714286,7,1,78.51479,1
-14759_8133,40.667947939487505,-73.7967774585375,4,19.25,2,3,50.20146,1
